name,total,days,nation,distributor,rating,genre,director,holiday
007 스펙터,188319,1,기타,264826.3333,15세이상관람가,액션,1402021,0
007 스펙터,1412150,8,기타,264826.3333,15세이상관람가,액션,1402021,0
007 스펙터,1726416,15,기타,264826.3333,15세이상관람가,액션,1402021,0
13시간,124249,7,미국,2272199.667,15세이상관람가,액션,2685463.667,0
13시간,142513,14,미국,2272199.667,15세이상관람가,액션,2685463.667,0
19곰 테드 2,133198,7,미국,264826.3333,청소년관람불가,코미디,639640.6667,0
19곰 테드 2,167144,14,미국,264826.3333,청소년관람불가,코미디,639640.6667,0
23 아이덴티티,137279,1,미국,264826.3333,15세이상관람가,범죄/스릴러,1194960.667,0
23 아이덴티티,1316094,8,미국,264826.3333,15세이상관람가,범죄/스릴러,1194960.667,0
23 아이덴티티,1573959,15,미국,264826.3333,15세이상관람가,범죄/스릴러,1194960.667,0
50가지 그림자: 심연,152504,7,미국,264826.3333,청소년관람불가,드라마,69450.66667,0
50가지 그림자: 심연,181941,14,미국,264826.3333,청소년관람불가,드라마,69450.66667,0
가디언즈 오브 갤럭시 VOL. 2,570901,1,미국,2091118.667,12세이상관람가,액션,2023457,0
가디언즈 오브 갤럭시 VOL. 2,2055999,8,미국,2091118.667,12세이상관람가,액션,2023457,0
가디언즈 오브 갤럭시 VOL. 2,2516537,15,미국,2091118.667,12세이상관람가,액션,2023457,0
가려진 시간,434830,8,한국,5306580.667,12세이상관람가,드라마,185177.3333,0
가려진 시간,504146,15,한국,5306580.667,12세이상관람가,드라마,185177.3333,0
간신,694266,7,한국,2272199.667,청소년관람불가,드라마,792263.3333,0
간신,948493,14,한국,2272199.667,청소년관람불가,드라마,792263.3333,0
갓 오브 이집트,610123,7,미국,645121.6667,12세이상관람가,기타,1030617.333,0
갓 오브 이집트,823410,14,미국,645121.6667,12세이상관람가,기타,1030617.333,0
강남 1970,163151,1,한국,5306580.667,청소년관람불가,액션,2528093,0
강남 1970,1289783,8,한국,5306580.667,청소년관람불가,액션,2528093,0
강남 1970,1907689,15,한국,5306580.667,청소년관람불가,액션,2528093,0
개를 훔치는 완벽한 방법,183398,8,한국,46549,전체관람가,드라마,268093.3333,0
개를 훔치는 완벽한 방법,221805,15,한국,46549,전체관람가,드라마,268093.3333,0
거울나라의 앨리스,272918,8,미국,2719083.333,12세이상관람가,기타,257348.5,1
거울나라의 앨리스,467307,15,미국,2719083.333,12세이상관람가,기타,257348.5,1
검사외전,539688,1,한국,5306580.667,15세이상관람가,범죄/스릴러,5541558.333,1
검사외전,6405797,8,한국,5306580.667,15세이상관람가,범죄/스릴러,5541558.333,1
검사외전,8499038,15,한국,5306580.667,15세이상관람가,범죄/스릴러,5541558.333,1
검은 사제들,2183079,7,한국,2392197.667,15세이상관람가,드라마,2785764,0
검은 사제들,3877313,14,한국,2392197.667,15세이상관람가,드라마,2785764,0
겟 아웃,1261445,8,미국,264826.3333,15세이상관람가,공포(호러),2138148,0
겟 아웃,1838598,15,미국,264826.3333,15세이상관람가,공포(호러),2138148,0
경성학교: 사라진 소녀들,320108,7,한국,2272199.667,15세이상관람가,공포(호러),1173329,0
경성학교: 사라진 소녀들,354119,14,한국,2272199.667,15세이상관람가,공포(호러),1173329,0
계춘할망,418734,14,한국,482259,15세이상관람가,기타,1652699.333,0
"고산자, 대동여지도",445665,8,한국,2392197.667,전체관람가,드라마,971612.3333,1
"고산자, 대동여지도",889531,15,한국,2392197.667,전체관람가,드라마,971612.3333,1
고스트버스터즈,335848,7,미국,264826.3333,12세이상관람가,액션,965019.3333,0
고스트버스터즈,499841,14,미국,264826.3333,12세이상관람가,액션,965019.3333,0
곡성,3024092,7,한국,1383136.333,15세이상관람가,공포(호러),4697810,0
곡성,4963008,14,한국,1383136.333,15세이상관람가,공포(호러),4697810,0
공각기동대 : 고스트 인 더 쉘,115801,1,미국,2272199.667,15세이상관람가,범죄/스릴러,700351.5,0
공각기동대 : 고스트 인 더 쉘,651472,8,미국,2272199.667,15세이상관람가,범죄/스릴러,700351.5,0
공각기동대 : 고스트 인 더 쉘,751579,15,미국,2272199.667,15세이상관람가,범죄/스릴러,700351.5,0
공조,166451,1,한국,2392197.667,15세이상관람가,액션,3721363.333,1
공조,1621572,8,한국,2392197.667,15세이상관람가,액션,3721363.333,1
공조,5049708,15,한국,2392197.667,15세이상관람가,액션,3721363.333,1
괴물의 아이,135468,8,기타,23395.66667,12세이상관람가,애니메이션,231609.3333,0
괴물의 아이,183473,15,기타,23395.66667,12세이상관람가,애니메이션,231609.3333,0
구스범스,237196,7,미국,264826.3333,12세이상관람가,액션,909523.6667,0
구스범스,301655,14,미국,264826.3333,12세이상관람가,액션,909523.6667,0
국가대표 2,562630,8,한국,14244.66667,12세이상관람가,드라마,768047.3333,0
국가대표 2,672629,15,한국,14244.66667,12세이상관람가,드라마,768047.3333,0
굿 다이노,696121,7,미국,2719083.333,전체관람가,애니메이션,1329664,0
굿 다이노,1081448,14,미국,2719083.333,전체관람가,애니메이션,1329664,0
굿바이 싱글,154105,1,한국,5306580.667,15세이상관람가,코미디,719104,0
굿바이 싱글,1242417,8,한국,5306580.667,15세이상관람가,코미디,719104,0
굿바이 싱글,1878105,15,한국,5306580.667,15세이상관람가,코미디,719104,0
귀향,169228,1,한국,1242547.667,15세이상관람가,드라마,1206454.333,0
귀향,1907746,8,한국,1242547.667,15세이상관람가,드라마,1206454.333,0
귀향,2805003,15,한국,1242547.667,15세이상관람가,드라마,1206454.333,0
그날의 분위기,475388,7,한국,5306580.667,15세이상관람가,멜로/로맨스,326310,0
그날의 분위기,623241,14,한국,5306580.667,15세이상관람가,멜로/로맨스,326310,0
그놈이다,103511,1,한국,23395.66667,15세이상관람가,범죄/스릴러,773507,0
그놈이다,787901,8,한국,23395.66667,15세이상관람가,범죄/스릴러,773507,0
그놈이다,991359,15,한국,23395.66667,15세이상관람가,범죄/스릴러,773507,0
그레이의 50가지 그림자,302902,7,미국,264826.3333,청소년관람불가,드라마,188071.5,0
그레이의 50가지 그림자,357499,14,미국,264826.3333,청소년관람불가,드라마,188071.5,0
그레이트 월,444800,8,미국,264826.3333,12세이상관람가,액션,185647.3333,0
그레이트 월,496957,15,미국,264826.3333,12세이상관람가,액션,185647.3333,0
극비수사,1595084,7,한국,5306580.667,15세이상관람가,드라마,1959238.333,0
극비수사,2392661,14,한국,5306580.667,15세이상관람가,드라마,1959238.333,0
극장판 꼬마버스 타요의 에이스 구출작전,114507,14,한국,96116.5,전체관람가,애니메이션,932944,0
극장판 또봇: 로봇군단의 습격,134756,14,한국,2392197.667,전체관람가,애니메이션,141592,0
극장판 아이엠스타 : 꿈의 오디션!,111710,7,기타,2392197.667,전체관람가,애니메이션,141351,0
극장판 아이엠스타 : 꿈의 오디션!,135830,14,기타,2392197.667,전체관람가,애니메이션,141351,0
극장판 안녕 자두야,219975,8,한국,2392197.667,전체관람가,애니메이션,140180.5,0
극장판 안녕 자두야,265929,15,한국,2392197.667,전체관람가,애니메이션,140180.5,0
극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,189044,8,기타,2392197.667,전체관람가,애니메이션,440696.5,0
극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,308541,15,기타,2392197.667,전체관람가,애니메이션,440696.5,0
극장판 요괴워치: 탄생의 비밀이다냥!,383567,8,기타,2392197.667,전체관람가,애니메이션,440696.5,0
극장판 요괴워치: 탄생의 비밀이다냥!,507506,15,기타,2392197.667,전체관람가,애니메이션,440696.5,0
극장판 포켓몬스터 XY : 파괴의 포켓몬과 디안시,197006,8,기타,2272199.667,전체관람가,애니메이션,266296.3333,0
극장판 포켓몬스터 XY : 파괴의 포켓몬과 디안시,230191,15,기타,2272199.667,전체관람가,애니메이션,266296.3333,0
극적인 하룻밤,237722,7,한국,23395.66667,청소년관람불가,멜로/로맨스,268293.5,0
극적인 하룻밤,318156,14,한국,23395.66667,청소년관람불가,멜로/로맨스,268293.5,0
글로리데이,138126,7,한국,74057.33333,15세이상관람가,드라마,189345,0
글로리데이,179641,14,한국,74057.33333,15세이상관람가,드라마,189345,0
기생수 파트1,124430,7,기타,71380,청소년관람불가,범죄/스릴러,251227,0
기생수 파트1,178846,14,기타,71380,청소년관람불가,범죄/스릴러,251227,0
기술자들,2360507,15,한국,2272199.667,15세이상관람가,범죄/스릴러,2105241,0
나를 잊지 말아요,385719,7,한국,2392197.667,15세이상관람가,멜로/로맨스,2371643,0
나를 잊지 말아요,423372,14,한국,2392197.667,15세이상관람가,멜로/로맨스,2371643,0
나우 유 씨 미 2,499404,1,미국,2272199.667,12세이상관람가,범죄/스릴러,1879580.667,0
나우 유 씨 미 2,2166045,8,미국,2272199.667,12세이상관람가,범죄/스릴러,1879580.667,0
나우 유 씨 미 2,2903146,15,미국,2272199.667,12세이상관람가,범죄/스릴러,1879580.667,0
나의 절친 악당들,125467,7,한국,1383136.333,청소년관람불가,범죄/스릴러,1201352.667,0
나의 절친 악당들,132615,14,한국,1383136.333,청소년관람불가,범죄/스릴러,1201352.667,0
"날, 보러와요",585375,7,한국,14244.66667,청소년관람불가,범죄/스릴러,435898.6667,0
"날, 보러와요",865322,14,한국,14244.66667,청소년관람불가,범죄/스릴러,435898.6667,0
남과 여,179476,7,한국,5306580.667,청소년관람불가,멜로/로맨스,168229.6667,0
남과 여,198622,14,한국,5306580.667,청소년관람불가,멜로/로맨스,168229.6667,0
내 심장을 쏴라,339201,8,한국,46549,15세이상관람가,드라마,481664.6667,0
내 심장을 쏴라,383109,15,한국,46549,15세이상관람가,드라마,481664.6667,0
내부자들,2263674,7,한국,5306580.667,청소년관람불가,범죄/스릴러,3488971.667,0
내부자들,4019452,14,한국,5306580.667,청소년관람불가,범죄/스릴러,3488971.667,0
내부자들: 디 오리지널,1081288,7,한국,5306580.667,청소년관람불가,범죄/스릴러,3488971.667,0
내부자들: 디 오리지널,1664012,14,한국,5306580.667,청소년관람불가,범죄/스릴러,3488971.667,0
너의 이름은.,212267,1,기타,14244.66667,12세이상관람가,애니메이션,1265305.667,0
너의 이름은.,1628364,8,기타,14244.66667,12세이상관람가,애니메이션,1265305.667,0
너의 이름은.,2738299,15,기타,14244.66667,12세이상관람가,애니메이션,1265305.667,0
널 기다리며,392487,7,한국,565352,청소년관람불가,범죄/스릴러,506413,0
널 기다리며,595871,14,한국,565352,청소년관람불가,범죄/스릴러,506413,0
노무현입니다,823799,7,한국,23395.66667,12세이상관람가,기타,648855,0
노무현입니다,1405527,14,한국,23395.66667,12세이상관람가,기타,648855,0
노아의 방주: 남겨진 녀석들,179820,7,기타,325003.6667,전체관람가,애니메이션,356302,0
노아의 방주: 남겨진 녀석들,206683,14,기타,325003.6667,전체관람가,애니메이션,356302,0
눈길,104626,8,한국,74057.33333,15세이상관람가,드라마,130172,0
눈길,124326,15,한국,74057.33333,15세이상관람가,드라마,130172,0
눈의 여왕 2: 트롤의 마법거울,597329,15,기타,325003.6667,전체관람가,애니메이션,493258.5,0
눈의 여왕 3: 눈과 불의 마법대결,296708,8,기타,120870,전체관람가,애니메이션,493258.5,0
눈의 여왕 3: 눈과 불의 마법대결,356670,15,기타,120870,전체관람가,애니메이션,493258.5,0
닌자터틀 : 어둠의 히어로,208444,7,미국,2272199.667,12세이상관람가,액션,127281.5,0
닌자터틀 : 어둠의 히어로,234385,14,미국,2272199.667,12세이상관람가,액션,127281.5,0
다이노 타임,194167,7,한국,2392197.667,전체관람가,애니메이션,283300,0
다이노 타임,242612,14,한국,2392197.667,전체관람가,애니메이션,283300,0
다이노소어 어드벤처 : 백악기 공룡대백과,107660,15,기타,11857,전체관람가,기타,356102.5,0
닥터 스트레인지,553614,1,미국,2719083.333,12세이상관람가,액션,1856801.333,0
닥터 스트레인지,2842766,8,미국,2719083.333,12세이상관람가,액션,1856801.333,0
닥터 스트레인지,4208813,15,미국,2719083.333,12세이상관람가,액션,1856801.333,0
달빛궁궐,140058,15,한국,565352,전체관람가,애니메이션,153097,1
"당신, 거기 있어줄래요",110323,1,한국,2272199.667,12세이상관람가,드라마,795366.6667,0
"당신, 거기 있어줄래요",784933,8,한국,2272199.667,12세이상관람가,드라마,795366.6667,0
"당신, 거기 있어줄래요",1067441,15,한국,2272199.667,12세이상관람가,드라마,795366.6667,0
대니쉬 걸,106122,15,미국,264826.3333,청소년관람불가,드라마,2015326.333,0
대립군,146984,1,한국,1383136.333,15세이상관람가,드라마,434558.5,0
대립군,746783,8,한국,1383136.333,15세이상관람가,드라마,434558.5,0
대립군,809345,15,한국,1383136.333,15세이상관람가,드라마,434558.5,0
대배우,156791,8,한국,27458.33333,12세이상관람가,코미디,1418514.667,0
대배우,168065,15,한국,27458.33333,12세이상관람가,코미디,1418514.667,0
대호,147460,1,한국,565352,12세이상관람가,드라마,2541739.333,0
대호,1541870,15,한국,565352,12세이상관람가,드라마,2541739.333,0
더 건맨,107275,14,기타,2272199.667,청소년관람불가,액션,53739,0
더 셰프,156680,7,미국,120870,15세이상관람가,드라마,129434.5,0
더 셰프,184972,14,미국,120870,15세이상관람가,드라마,129434.5,0
더 큐어,152506,8,미국,1383136.333,청소년관람불가,범죄/스릴러,325825.3333,0
더 큐어,159929,15,미국,1383136.333,청소년관람불가,범죄/스릴러,325825.3333,0
더 킹,302978,1,한국,565352,15세이상관람가,범죄/스릴러,5022360.667,1
더 킹,2372889,8,한국,565352,15세이상관람가,범죄/스릴러,5022360.667,1
더 킹,4502633,15,한국,565352,15세이상관람가,범죄/스릴러,5022360.667,1
더 폰,977631,7,한국,565352,15세이상관람가,범죄/스릴러,6769,0
더 폰,1480792,14,한국,565352,15세이상관람가,범죄/스릴러,6769,0
덕혜옹주,282055,1,한국,2272199.667,12세이상관람가,드라마,2948657.5,0
덕혜옹주,2398837,8,한국,2272199.667,12세이상관람가,드라마,2948657.5,0
덕혜옹주,4221620,15,한국,2272199.667,12세이상관람가,드라마,2948657.5,0
데드풀,438285,1,미국,1383136.333,청소년관람불가,액션,3317196,0
데드풀,2108639,8,미국,1383136.333,청소년관람불가,액션,3317196,0
데드풀,2928909,15,미국,1383136.333,청소년관람불가,액션,3317196,0
도라에몽 : 스탠 바이 미,216080,7,기타,565352,전체관람가,애니메이션,251227,1
도라에몽 : 스탠 바이 미,400129,14,기타,565352,전체관람가,애니메이션,251227,1
도리를 찾아서,1189311,8,미국,2719083.333,전체관람가,애니메이션,1586896.667,0
도리를 찾아서,1850801,15,미국,2719083.333,전체관람가,애니메이션,1586896.667,0
도리화가,280379,8,한국,2392197.667,12세이상관람가,드라마,689025.6667,0
도리화가,312801,15,한국,2392197.667,12세이상관람가,드라마,689025.6667,0
독수리 에디,186930,7,미국,1383136.333,12세이상관람가,드라마,84361,0
독수리 에디,217627,14,미국,1383136.333,12세이상관람가,드라마,84361,0
동주,387085,8,한국,14244.66667,12세이상관람가,드라마,1232772.667,0
동주,794952,15,한국,14244.66667,12세이상관람가,드라마,1232772.667,0
드림 쏭,173523,8,미국,120870,전체관람가,애니메이션,397756.3333,1
드림 쏭,206752,15,미국,120870,전체관람가,애니메이션,397756.3333,1
라라랜드,794179,8,미국,71380,12세이상관람가,드라마,2548489,0
라라랜드,1509356,15,미국,71380,12세이상관람가,드라마,2548489,0
라스트 위치 헌터,119264,8,미국,74363.33333,15세이상관람가,액션,226613.3333,0
라스트 위치 헌터,121638,15,미국,74363.33333,15세이상관람가,액션,226613.3333,0
라이트 아웃,706849,8,미국,687584.6667,15세이상관람가,공포(호러),1514689.5,0
라이트 아웃,1033868,15,미국,687584.6667,15세이상관람가,공포(호러),1514689.5,0
라이프,387291,8,미국,45144.66667,15세이상관람가,범죄/스릴러,240794,0
라이프,451098,15,미국,45144.66667,15세이상관람가,범죄/스릴러,240794,0
럭키,2685607,7,한국,5306580.667,15세이상관람가,코미디,2722743,0
럭키,4818346,14,한국,5306580.667,15세이상관람가,코미디,2722743,0
런 올 나이트,228725,7,미국,687584.6667,청소년관람불가,액션,919593.3333,0
런 올 나이트,286202,14,미국,687584.6667,청소년관람불가,액션,919593.3333,0
런던 해즈 폴른,394943,7,미국,14244.66667,15세이상관람가,액션,366265.5,0
런던 해즈 폴른,665623,14,미국,14244.66667,15세이상관람가,액션,366265.5,0
레고 배트맨 무비,122617,7,미국,687584.6667,전체관람가,애니메이션,148760,0
레고 배트맨 무비,141774,14,미국,687584.6667,전체관람가,애니메이션,148760,0
레버넌트: 죽음에서 돌아온 자,1056852,7,미국,1383136.333,15세이상관람가,기타,743037,0
레버넌트: 죽음에서 돌아온 자,1670349,14,미국,1383136.333,15세이상관람가,기타,743037,0
레전드,175320,7,기타,120870,청소년관람불가,액션,180082,0
레전드 오브 타잔,672498,8,미국,687584.6667,12세이상관람가,액션,3308563.333,0
레전드 오브 타잔,841908,15,미국,687584.6667,12세이상관람가,액션,3308563.333,0
레지던트 이블: 파멸의 날,576181,8,미국,264826.3333,청소년관람불가,액션,899188.3333,1
레지던트 이블: 파멸의 날,748452,15,미국,264826.3333,청소년관람불가,액션,899188.3333,1
로건,355280,1,미국,1383136.333,청소년관람불가,액션,1842211,0
로건,1312794,8,미국,1383136.333,청소년관람불가,액션,1842211,0
로건,1899313,15,미국,1383136.333,청소년관람불가,액션,1842211,0
로그 원: 스타워즈 스토리,147433,1,미국,2091118.667,12세이상관람가,액션,576704.6667,0
로그 원: 스타워즈 스토리,872433,8,미국,2091118.667,12세이상관람가,액션,576704.6667,0
로그 원: 스타워즈 스토리,1002823,15,미국,2091118.667,12세이상관람가,액션,576704.6667,0
"로봇, 소리",342118,8,한국,2272199.667,12세이상관람가,드라마,680908.6667,1
"로봇, 소리",444172,15,한국,2272199.667,12세이상관람가,드라마,680908.6667,1
로빈슨 크루소,116740,15,기타,15111,전체관람가,애니메이션,449432,1
루돌프와 많이있어,165970,8,기타,2392197.667,전체관람가,애니메이션,266296.3333,0
루돌프와 많이있어,210755,15,기타,2392197.667,전체관람가,애니메이션,266296.3333,0
루시드 드림,100189,8,한국,565352,15세이상관람가,범죄/스릴러,102170,0
루시드 드림,101913,15,한국,565352,15세이상관람가,범죄/스릴러,102170,0
리얼,150838,1,한국,2392197.667,청소년관람불가,액션,470078,0
리얼,426504,8,한국,2392197.667,청소년관람불가,액션,470078,0
마다가스카의 펭귄,1018380,8,미국,2392197.667,전체관람가,애니메이션,1512269.333,0
마다가스카의 펭귄,1453255,15,미국,2392197.667,전체관람가,애니메이션,1512269.333,0
마션,2184365,7,미국,1383136.333,12세이상관람가,액션,2069876.667,0
마션,3348174,14,미국,1383136.333,12세이상관람가,액션,2069876.667,0
마스터,416300,1,한국,2392197.667,15세이상관람가,액션,4272346,0
마스터,3835983,8,한국,2392197.667,15세이상관람가,액션,4272346,0
마스터,5861777,15,한국,2392197.667,15세이상관람가,액션,4272346,0
마이 리틀 자이언트,108288,15,미국,2719083.333,전체관람가,기타,176126.6667,0
마이펫 오지,119790,14,기타,2272199.667,전체관람가,애니메이션,63693,0
마이펫의 이중생활,185414,1,미국,264826.3333,전체관람가,애니메이션,1260580.333,0
마이펫의 이중생활,1275932,8,미국,264826.3333,전체관람가,애니메이션,1260580.333,0
마이펫의 이중생활,1983323,15,미국,264826.3333,전체관람가,애니메이션,1260580.333,0
매그니피센트 7,147726,1,미국,264826.3333,15세이상관람가,액션,368293.6667,1
매그니피센트 7,756010,8,미국,264826.3333,15세이상관람가,액션,368293.6667,1
매그니피센트 7,914323,15,미국,264826.3333,15세이상관람가,액션,368293.6667,1
매드 맥스: 분노의 도로,1091516,7,미국,687584.6667,15세이상관람가,액션,1537695,0
매드 맥스: 분노의 도로,2287154,14,미국,687584.6667,15세이상관람가,액션,1537695,0
매직브러시,152842,8,기타,15111,전체관람가,애니메이션,172107,0
매직브러시,168278,15,기타,15111,전체관람가,애니메이션,172107,0
맨 인 더 다크,104550,1,미국,264826.3333,청소년관람불가,범죄/스릴러,1003406,0
맨 인 더 다크,708515,8,미국,264826.3333,청소년관람불가,범죄/스릴러,1003406,0
맨 인 더 다크,933246,15,미국,264826.3333,청소년관람불가,범죄/스릴러,1003406,0
맨 프롬 UNCLE,101097,8,미국,687584.6667,12세이상관람가,액션,921140.3333,0
맨 프롬 UNCLE,108466,15,미국,687584.6667,12세이상관람가,액션,921140.3333,0
메이즈 러너: 스코치 트라이얼,119859,1,미국,1383136.333,12세이상관람가,액션,2778420,1
메이즈 러너: 스코치 트라이얼,1314982,8,미국,1383136.333,12세이상관람가,액션,2778420,1
메이즈 러너: 스코치 트라이얼,2384265,15,미국,1383136.333,12세이상관람가,액션,2778420,1
메카닉: 리크루트,470847,8,미국,166364,15세이상관람가,액션,276066,1
메카닉: 리크루트,531198,15,미국,166364,15세이상관람가,액션,276066,1
명탐정 코난 : 코난 실종사건 - 사상 최악의 이틀,117762,7,기타,2392197.667,12세이상관람가,애니메이션,298218.6667,1
명탐정 코난 : 코난 실종사건 - 사상 최악의 이틀,218511,14,기타,2392197.667,12세이상관람가,애니메이션,298218.6667,1
명탐정 코난 : 화염의 해바라기,326368,8,기타,2392197.667,전체관람가,애니메이션,476510.3333,0
명탐정 코난 : 화염의 해바라기,436296,15,기타,2392197.667,전체관람가,애니메이션,476510.3333,0
명탐정 코난: 순흑의 악몽,398209,8,기타,2392197.667,12세이상관람가,애니메이션,476510.3333,0
명탐정 코난: 순흑의 악몽,492775,15,기타,2392197.667,12세이상관람가,애니메이션,476510.3333,0
명탐정 코난: 에피소드 원-작아진 명탐정,121344,15,기타,2392197.667,12세이상관람가,애니메이션,298218.6667,0
모아나,862566,7,미국,2091118.667,전체관람가,애니메이션,883810.6667,0
모아나,1387379,14,미국,2091118.667,전체관람가,애니메이션,883810.6667,0
목소리의 형태,224992,9,기타,36429.66667,전체관람가,애니메이션,95104.33333,0
목소리의 형태,264157,16,기타,36429.66667,전체관람가,애니메이션,95104.33333,0
몬스터 호텔 2,861956,7,미국,264826.3333,전체관람가,애니메이션,1199994.5,0
몬스터 호텔 2,1376297,14,미국,264826.3333,전체관람가,애니메이션,1199994.5,0
무뢰한,330909,8,한국,23395.66667,청소년관람불가,멜로/로맨스,138389.6667,0
무뢰한,391830,15,한국,23395.66667,청소년관람불가,멜로/로맨스,138389.6667,0
문라이트,119917,15,미국,23395.66667,15세이상관람가,드라마,177483,0
뮨: 달의 요정,180038,7,기타,325003.6667,전체관람가,애니메이션,319072,1
뮨: 달의 요정,244975,14,기타,325003.6667,전체관람가,애니메이션,319072,1
